"age","workclass","fnlwgt","education","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country"
54,"Self-emp-not-inc",226735,"HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male",0,0,45,"United-States"
39,"Private",148015,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","Black","Female",0,0,52,"United-States"
20,"Private",378546,"HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,25,"United-States"
58,"Private",247276,"7th-8th","Widowed","Other-service","Not-in-family","Other","Female",0,0,30,"United-States"
28,"Private",185647,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States"
19,"Private",106273,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,38,"United-States"
44,,191982,"Some-college","Divorced",,"Unmarried","White","Female",0,0,10,"Poland"
59,"Private",258579,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",3103,0,35,"United-States"
49,"Self-emp-inc",26502,"Bachelors","Divorced","Prof-specialty","Unmarried","White","Male",6497,0,45,"United-States"
26,"Private",106705,"HS-grad","Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,28,"United-States"
43,"Private",143368,"HS-grad","Divorced","Farming-fishing","Not-in-family","Black","Male",0,0,40,"United-States"
44,"Private",101214,"Bachelors","Divorced","Sales","Unmarried","White","Male",0,0,44,"United-States"
17,"Private",25051,"10th","Never-married","Other-service","Own-child","White","Male",0,0,16,"United-States"
53,"Private",218630,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
19,"Private",165505,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,20,"United-States"
51,"Self-emp-inc",194995,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States"
60,"Private",225883,"Some-college","Widowed","Sales","Unmarried","White","Female",0,0,27,"United-States"
59,"Private",35411,"HS-grad","Widowed","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States"
40,"Self-emp-not-inc",155106,"9th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
61,"Private",95929,"9th","Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States"
55,"Local-gov",31365,"Bachelors","Widowed","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States"
50,"Private",107265,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States"
20,"Private",256504,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,6,"United-States"
23,"Private",114357,"HS-grad","Never-married","Tech-support","Own-child","White","Male",0,0,50,"United-States"
23,"Private",27776,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States"
30,"Private",54608,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States"
47,"Private",207140,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States"
26,"Private",257405,"5th-6th","Never-married","Farming-fishing","Other-relative","Black","Male",0,0,40,"Mexico"
39,"Private",115215,"HS-grad","Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States"
28,"Private",190391,"Bachelors","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States"
35,"Private",273612,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States"
22,"Private",418405,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
32,"Private",732102,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States"
24,"Private",196678,"Preschool","Never-married","Machine-op-inspct","Own-child","White","Female",0,0,30,"United-States"
38,"Self-emp-inc",308686,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,70,"United-States"
40,"Self-emp-inc",191429,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,40,"United-States"
55,"Private",238216,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
32,"Private",118551,"Masters","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States"
26,"Private",132572,"Bachelors","Never-married","Adm-clerical","Own-child","Black","Female",0,0,32,"United-States"
29,"Private",40295,"HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
48,,355890,"Bachelors","Married-civ-spouse",,"Husband","White","Male",0,0,55,"United-States"
23,"Federal-gov",41031,"Some-college","Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States"
35,"Private",93034,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Cambodia"
49,"Self-emp-inc",58359,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States"
37,"Private",709445,"HS-grad","Separated","Craft-repair","Other-relative","Black","Male",0,0,40,"United-States"
25,"Self-emp-inc",98756,"Some-college","Divorced","Adm-clerical","Own-child","White","Female",0,0,50,"United-States"
51,,177487,"HS-grad","Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States"
19,"Private",240686,"11th","Never-married","Sales","Own-child","White","Female",0,0,25,"United-States"
24,"Private",136310,"Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States"
41,"Federal-gov",153132,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,"United-States"
37,"Self-emp-inc",188774,"11th","Married-spouse-absent","Sales","Not-in-family","White","Male",0,0,60,
31,"Private",176185,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"France"
52,"Private",160703,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,65,"United-States"
19,"Private",248749,"Some-college","Never-married","Sales","Own-child","White","Male",0,0,20,"United-States"
34,"Self-emp-not-inc",260560,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States"
53,"Self-emp-inc",100029,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
38,"Local-gov",331609,"Some-college","Widowed","Transport-moving","Not-in-family","Black","Female",0,0,47,"United-States"
36,"Private",130589,"Some-college","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States"
52,"Private",167794,"Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,38,"United-States"
47,"Private",32509,"Some-college","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States"
31,"Private",187560,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",2174,0,40,"United-States"
29,"Private",238680,"Some-college","Never-married","Sales","Not-in-family","Black","Male",0,0,55,"Outlying-US(Guam-USVI-etc)"
24,"Private",174138,"Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
19,"Private",97189,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,22,"United-States"
28,"Private",271572,"9th","Never-married","Other-service","Other-relative","White","Male",0,0,52,"United-States"
49,"State-gov",247378,"Some-college","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States"
27,"Self-emp-inc",399904,"HS-grad","Never-married","Craft-repair","Other-relative","White","Male",0,0,50,"Mexico"
66,"Private",313255,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,24,"United-States"
43,"Private",60001,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
18,"Private",335065,"7th-8th","Never-married","Sales","Own-child","White","Male",0,0,30,"Mexico"
38,,212048,"Prof-school","Divorced",,"Not-in-family","White","Female",0,0,30,"United-States"
22,"Private",208946,"Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States"
39,"Local-gov",183620,"Some-college","Never-married","Protective-serv","Not-in-family","Black","Female",0,0,40,"United-States"
19,,249147,"HS-grad","Never-married",,"Own-child","White","Male",0,0,30,"United-States"
25,"Self-emp-not-inc",37741,"Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States"
25,"Private",281627,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States"
40,"Private",409922,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,40,"United-States"
71,"Local-gov",303860,"Masters","Widowed","Exec-managerial","Not-in-family","White","Male",2050,0,20,"United-States"
38,"Private",187870,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,50,"United-States"
23,"Self-emp-not-inc",409230,"1st-4th","Married-civ-spouse","Sales","Other-relative","White","Male",0,0,40,"United-States"
37,"Private",99374,"10th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States"
42,"Private",194537,"HS-grad","Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States"
40,"Private",109762,"Some-college","Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States"
34,"Private",62374,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,48,"United-States"
40,"Federal-gov",544792,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States"
32,"Private",317219,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,1590,40,"United-States"
24,"Private",239663,"10th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico"
26,"Private",335533,"HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,20,"United-States"
35,"Private",38294,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
27,"Private",198258,"Bachelors","Never-married","Sales","Own-child","White","Male",0,0,35,"United-States"
23,"State-gov",287988,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",10520,0,40,"United-States"
58,,175017,"Bachelors","Divorced",,"Not-in-family","White","Male",0,0,25,"United-States"
47,"Private",418961,"Assoc-voc","Divorced","Sales","Unmarried","Black","Female",0,0,25,"United-States"
31,"Private",81846,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States"
28,"Private",595088,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,63,"United-States"
26,"Private",229613,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States"
36,"Private",123151,"11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States"
43,"Private",160674,"HS-grad","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States"
33,"Private",124052,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
23,"Private",234663,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States"
32,"Federal-gov",83413,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,"United-States"
42,"Private",336643,"Assoc-voc","Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States"
44,"Local-gov",190020,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States"
59,"Private",105592,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,12,"United-States"
43,"Private",151089,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States"
27,"Private",217530,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico"
53,"State-gov",197184,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States"
44,"Private",228729,"HS-grad","Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,
36,"Private",174887,"Some-college","Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States"
37,"Private",95855,"11th","Divorced","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States"
27,"Private",209801,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,
28,"Private",233796,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",7298,0,32,"United-States"
19,"Private",139466,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,25,"United-States"
25,"Private",143267,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,48,"United-States"
20,"Private",57898,"12th","Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States"
40,"Self-emp-inc",193524,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States"
42,"Federal-gov",214838,"HS-grad","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,30,"United-States"
20,"Private",360457,"Some-college","Never-married","Exec-managerial","Own-child","White","Female",0,0,30,"United-States"
33,"Local-gov",100734,"HS-grad","Divorced","Tech-support","Not-in-family","White","Female",0,0,55,"United-States"
25,"Private",195994,"1st-4th","Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,40,"Guatemala"
42,"Private",227466,"HS-grad","Never-married","Other-service","Other-relative","Black","Male",0,0,40,"United-States"
32,"Private",252257,"Assoc-acdm","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States"
30,"State-gov",218640,"Some-college","Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States"
54,"Private",202115,"HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States"
32,"Private",339482,"5th-6th","Separated","Farming-fishing","Other-relative","White","Male",0,0,60,"Mexico"
21,"Private",143062,"HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States"
20,"Private",219262,"9th","Never-married","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States"
50,"Private",168212,"Masters","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,45,"United-States"
